num_vertices,edge_ratio,elapsed_time,weight,n_sol,n_oper,n_iter
55,0.75,0.007986100012203678,30344,53,3075,53
56,0.125,0.0028935000009369105,7536,54,3187,54
56,0.25,0.007285399973625317,13224,54,3187,54
56,0.5,0.004917000012937933,20773,54,3187,54
56,0.75,0.010860000009415671,31656,54,3187,54
57,0.125,0.006348800001433119,7138,55,3301,55
57,0.25,0.006087999994633719,13746,55,3301,55
57,0.5,0.006536000000778586,22326,55,3301,55
57,0.75,0.011607399996137246,32713,55,3301,55
58,0.125,0.019414099981077015,7819,56,3417,56
58,0.25,0.003313900000648573,12852,56,3417,56
58,0.5,0.00623160001123324,23797,56,3417,56
58,0.75,0.01573620000272058,33404,56,3417,56
59,0.125,0.0024471000069752336,7429,57,3535,57
59,0.25,0.01917620000313036,13944,57,3535,57
59,0.5,0.009984099975554273,23947,57,3535,57
59,0.75,0.014428700000280514,34355,57,3535,57
60,0.125,0.005505499982973561,9001,58,3655,58
60,0.25,0.006975500000407919,14748,58,3655,58
60,0.5,0.009482699999352917,24395,58,3655,58
60,0.75,0.015835900005185977,35464,58,3655,58
61,0.125,0.006258899986278266,8524,59,3777,59
61,0.25,0.009370399988256395,15224,59,3777,59
61,0.5,0.01874379999935627,25455,59,3777,59
61,0.75,0.01496859997860156,36702,59,3777,59
62,0.125,0.005469099996844307,8895,60,3901,60
62,0.25,0.007197200000518933,15684,60,3901,60
62,0.5,0.017924899992067367,27983,60,3901,60
62,0.75,0.006669199996395037,37590,60,3901,60
63,0.125,0.009394200023962185,9219,61,4027,61
63,0.25,0.010491000022739172,15106,61,4027,61
63,0.5,0.00913859999855049,27991,61,4027,61
63,0.75,0.009939499985193834,38314,61,4027,61
64,0.125,0.0033555999980308115,8782,62,4155,62
64,0.25,0.009971899999072775,14636,62,4155,62
64,0.5,0.01611709999269806,28862,62,4155,62
64,0.75,0.010106600006110966,40334,62,4155,62
