num_vertices,edge_ratio,elapsed_time,weight,n_sol,n_oper
195,0.25,0.193538,126455,195,390
195,0.5,0.419688,244316,195,390
195,0.75,0.562164,359785,195,390
196,0.125,0.118864,68341,196,392
196,0.25,0.220688,128762,196,392
196,0.5,0.451471,244295,196,392
196,0.75,0.57659,363560,196,392
197,0.125,0.108623,68683,197,394
197,0.25,0.227843,130307,197,394
197,0.5,0.388284,254068,197,394
197,0.75,0.638439,370523,197,394
198,0.125,0.125477,68488,198,396
198,0.25,0.24123,128640,198,396
198,0.5,0.443295,254815,198,396
198,0.75,0.633778,373027,198,396
199,0.125,0.105672,71398,199,398
199,0.25,0.228672,131015,199,398
199,0.5,0.418976,260199,199,398
199,0.75,0.620418,376688,199,398
200,0.125,0.25175,70175,200,400
200,0.25,0.248577,134348,200,400
200,0.5,0.418534,264154,200,400
200,0.75,0.728632,384929,200,400
201,0.125,0.124316,68277,201,402
201,0.25,0.235924,129743,201,402
201,0.5,0.446509,258153,201,402
201,0.75,0.687878,390178,201,402
202,0.125,0.127083,69379,202,404
202,0.25,0.213688,138042,202,404
202,0.5,0.41612,265984,202,404
202,0.75,0.725503,392811,202,404
203,0.125,0.141647,71839,203,406
203,0.25,0.223335,138152,203,406
203,0.5,0.453478,268966,203,406
203,0.75,0.654395,395518,203,406
204,0.125,0.122341,75704,204,408
204,0.25,0.258141,137759,204,408
204,0.5,0.475178,270164,204,408
204,0.75,0.707051,405049,204,408
205,0.125,0.133914,74047,205,410
205,0.25,0.226803,138762,205,410
205,0.5,0.51122,274605,205,410
205,0.75,0.660887,404060,205,410
206,0.125,0.139441,75388,206,412
206,0.25,0.278424,139345,206,412
206,0.5,0.4963,275643,206,412
206,0.75,0.752876,404410,206,412
207,0.125,0.150189,74208,207,414
207,0.25,0.276518,142316,207,414
207,0.5,0.50827,273521,207,414
207,0.75,0.760895,410888,207,414
208,0.125,0.152023,72419,208,416
208,0.25,0.235146,141123,208,416
208,0.5,0.471258,278339,208,416
208,0.75,0.711156,413557,208,416
209,0.125,0.153277,73857,209,418
209,0.25,0.262202,142450,209,418
209,0.5,0.519499,286159,209,418
209,0.75,0.680497,419723,209,418
210,0.125,0.153538,76616,210,420
210,0.25,0.276224,146640,210,420
210,0.5,0.531722,283988,210,420
210,0.75,0.856493,420124,210,420
211,0.125,0.138142,77121,211,422
211,0.25,0.281654,149021,211,422
211,0.5,0.570092,288381,211,422
211,0.75,0.705282,428742,211,422
212,0.125,0.16516,79957,212,424
212,0.25,0.314779,145619,212,424
212,0.5,0.481648,294298,212,424
212,0.75,0.747304,432314,212,424
213,0.125,0.141057,79247,213,426
213,0.25,0.289244,146625,213,426
213,0.5,0.576904,292113,213,426
213,0.75,0.792068,430413,213,426
214,0.125,0.131838,77806,214,428
214,0.25,0.28303,153738,214,428
214,0.5,0.511128,297528,214,428
214,0.75,0.752503,438070,214,428
215,0.125,0.146454,81401,215,430
215,0.25,0.300871,152264,215,430
215,0.5,0.567849,298339,215,430
215,0.75,0.781292,440621,215,430
216,0.125,0.136213,81781,216,432
216,0.25,0.340148,152001,216,432
216,0.5,0.590096,305519,216,432
216,0.75,0.877176,449577,216,432
217,0.125,0.145264,80869,217,434
217,0.25,0.259182,157179,217,434
217,0.5,0.504833,309377,217,434
217,0.75,0.895271,448844,217,434
218,0.125,0.158213,82603,218,436
218,0.25,0.2907,156895,218,436
218,0.5,0.524483,306608,218,436
218,0.75,0.837237,459106,218,436
219,0.125,0.145301,82143,219,438
219,0.25,0.299528,155947,219,438
219,0.5,0.62144,311749,219,438
219,0.75,0.83956,462569,219,438
220,0.125,0.161721,85095,220,440
220,0.25,0.336444,156554,220,440
220,0.5,0.598337,315667,220,440
220,0.75,0.799514,461653,220,440
221,0.125,0.149606,83666,221,442
221,0.25,0.302311,159427,221,442
221,0.5,0.536144,316952,221,442
221,0.75,0.805983,468133,221,442
222,0.125,0.146012,82723,222,444
222,0.25,0.277779,159385,222,444
222,0.5,0.727678,323367,222,444
222,0.75,0.928268,471665,222,444
223,0.125,0.154674,83173,223,446
223,0.25,0.32046,162238,223,446
223,0.5,0.582905,317033,223,446
223,0.75,0.897468,475481,223,446
224,0.125,0.172104,89075,224,448
224,0.25,0.3676,165651,224,448
224,0.5,0.628116,323786,224,448
224,0.75,0.892595,481267,224,448
225,0.125,0.234138,86508,225,450
225,0.25,0.41062,168975,225,450
225,0.5,0.83325,328556,225,450
225,0.75,1.175734,482952,225,450
226,0.125,0.35468,91508,226,452
226,0.25,0.353485,172243,226,452
226,0.5,0.76803,336353,226,452
226,0.75,1.016458,490670,226,452
227,0.125,0.270003,88906,227,454
227,0.25,0.400733,171214,227,454
227,0.5,0.888019,329590,227,454
227,0.75,1.105783,493077,227,454
228,0.125,0.217125,92313,228,456
228,0.25,0.478657,172051,228,456
228,0.5,0.978414,337389,228,456
228,0.75,0.997004,495736,228,456
229,0.125,0.195175,92236,229,458
229,0.25,0.383689,175404,229,458
229,0.5,0.833111,344098,229,458
229,0.75,1.114271,503636,229,458
230,0.125,0.199844,91414,230,460
230,0.25,0.343691,173785,230,460
230,0.5,0.668405,340189,230,460
230,0.75,1.024388,510676,230,460
231,0.125,0.182684,92232,231,462
231,0.25,0.396557,175734,231,462
231,0.5,0.721674,345694,231,462
231,0.75,1.105118,508790,231,462
232,0.125,0.186506,92079,232,464
232,0.25,0.370471,178794,232,464
232,0.5,0.714446,351705,232,464
232,0.75,1.048492,511838,232,464
233,0.125,0.204553,92370,233,466
233,0.25,0.395608,179190,233,466
233,0.5,0.829334,355382,233,466
233,0.75,1.210807,517970,233,466
234,0.125,0.207592,95117,234,468
234,0.25,0.396868,178416,234,468
234,0.5,0.825446,355363,234,468
234,0.75,1.141799,530194,234,468
235,0.125,0.210639,94544,235,470
235,0.25,0.3841,182737,235,470
235,0.5,0.796362,358480,235,470
235,0.75,1.147469,527002,235,470
236,0.125,0.229796,94477,236,472
236,0.25,0.38343,186883,236,472
236,0.5,0.707561,363922,236,472
236,0.75,1.181226,540346,236,472
237,0.125,0.199056,98629,237,474
237,0.25,0.415334,187665,237,474
237,0.5,0.855208,363523,237,474
237,0.75,1.480734,538067,237,474
238,0.125,0.23466,96206,238,476
238,0.25,0.434647,186246,238,476
238,0.5,0.876699,367010,238,476
238,0.75,1.51976,541957,238,476
239,0.125,0.234324,98470,239,478
239,0.25,0.408536,191080,239,478
239,0.5,0.798718,371310,239,478
239,0.75,1.231133,548475,239,478
240,0.125,0.224183,99589,240,480
240,0.25,0.391159,189960,240,480
240,0.5,0.831793,378728,240,480
240,0.75,1.426819,549592,240,480
241,0.125,0.2195,102222,241,482
241,0.25,0.493207,195070,241,482
241,0.5,0.84703,378116,241,482
241,0.75,1.848982,554161,241,482
242,0.125,0.26276,102808,242,484
242,0.25,0.546809,194852,242,484
242,0.5,0.961862,382139,242,484
242,0.75,1.279324,559355,242,484
243,0.125,0.212507,100037,243,486
243,0.25,0.474916,191615,243,486
243,0.5,1.009405,379551,243,486
243,0.75,1.436763,564998,243,486
244,0.125,0.245227,101903,244,488
244,0.25,0.435103,194636,244,488
244,0.5,0.948639,384903,244,488
244,0.75,1.403987,565106,244,488
245,0.125,0.271871,105252,245,490
245,0.25,0.469898,198450,245,490
245,0.5,0.924714,386836,245,490
245,0.75,1.292738,576102,245,490
246,0.125,0.305978,103001,246,492
246,0.25,0.630403,200538,246,492
246,0.5,0.946546,390330,246,492
246,0.75,1.301792,582033,246,492
247,0.125,0.24755,104535,247,494
247,0.25,0.415605,201765,247,494
247,0.5,0.961547,395152,247,494
247,0.75,1.68461,584717,247,494
248,0.125,0.244798,104965,248,496
248,0.25,0.545988,200303,248,496
248,0.5,0.921354,395135,248,496
248,0.75,1.374088,589185,248,496
249,0.125,0.284066,106442,249,498
249,0.25,0.740041,207710,249,498
249,0.5,0.930534,398258,249,498
249,0.75,1.268763,595284,249,498
250,0.125,0.267798,108267,250,500
250,0.25,0.430551,207622,250,500
250,0.5,1.090124,395369,250,500
250,0.75,1.634041,590809,250,500
251,0.125,0.239493,106737,251,502
251,0.25,0.637846,202877,251,502
251,0.5,1.165915,410234,251,502
251,0.75,1.485747,602553,251,502
252,0.125,0.411721,110950,252,504
252,0.25,0.518043,210087,252,504
252,0.5,0.972409,403954,252,504
252,0.75,1.593582,608547,252,504
253,0.125,0.235464,109699,253,506
253,0.25,0.517283,213541,253,506
253,0.5,0.941074,418915,253,506
253,0.75,1.480234,609853,253,506
254,0.125,0.239129,109230,254,508
254,0.25,0.512599,215247,254,508
254,0.5,1.125553,413236,254,508
254,0.75,1.917771,625797,254,508
255,0.125,0.269624,112096,255,510
255,0.25,0.620967,213535,255,510
255,0.5,1.359808,421221,255,510
255,0.75,1.659389,616646,255,510
256,0.125,0.258752,112120,256,512
256,0.25,0.520433,213852,256,512
256,0.5,1.09734,421675,256,512
256,0.75,1.486307,626506,256,512
