num_vertices,edge_ratio,elapsed_time,weight,n_sol,n_oper
194,0.25,0.213072,125813,194,388
194,0.5,0.392701,245001,194,388
194,0.75,0.611761,360771,194,388
195,0.125,0.123539,67050,195,390
195,0.25,0.259402,126540,195,390
195,0.5,0.462562,246992,195,390
195,0.75,0.634625,363867,195,390
196,0.125,0.125683,70662,196,392
196,0.25,0.246586,129645,196,392
196,0.5,0.4071,245616,196,392
196,0.75,0.634576,364850,196,392
197,0.125,0.127225,69021,197,394
197,0.25,0.231305,129830,197,394
197,0.5,0.496923,250903,197,394
197,0.75,0.654309,372500,197,394
198,0.125,0.121062,68107,198,396
198,0.25,0.213471,130748,198,396
198,0.5,0.421117,257648,198,396
198,0.75,0.78679,376371,198,396
199,0.125,0.134105,72346,199,398
199,0.25,0.233867,129646,199,398
199,0.5,0.441736,264558,199,398
199,0.75,0.682515,375021,199,398
200,0.125,0.153222,69619,200,400
200,0.25,0.246925,128508,200,400
200,0.5,0.454445,263679,200,400
200,0.75,0.644852,383812,200,400
201,0.125,0.137432,68918,201,402
201,0.25,0.229894,130678,201,402
201,0.5,0.465478,262226,201,402
201,0.75,0.766169,389165,201,402
202,0.125,0.133043,67827,202,404
202,0.25,0.267211,137821,202,404
202,0.5,0.494052,268113,202,404
202,0.75,0.727277,391526,202,404
203,0.125,0.130775,73152,203,406
203,0.25,0.273647,135401,203,406
203,0.5,0.499266,266971,203,406
203,0.75,0.779366,392284,203,406
204,0.125,0.125402,75130,204,408
204,0.25,0.25421,136298,204,408
204,0.5,0.53552,273726,204,408
204,0.75,0.697707,400284,204,408
205,0.125,0.127302,72919,205,410
205,0.25,0.242991,137930,205,410
205,0.5,0.482557,273335,205,410
205,0.75,0.700083,405640,205,410
206,0.125,0.150735,74662,206,412
206,0.25,0.249024,141323,206,412
206,0.5,0.599069,275026,206,412
206,0.75,0.826256,407561,206,412
207,0.125,0.135136,73724,207,414
207,0.25,0.26364,146483,207,414
207,0.5,0.564944,277708,207,414
207,0.75,0.714001,409653,207,414
208,0.125,0.140825,74204,208,416
208,0.25,0.277893,142890,208,416
208,0.5,0.614342,282191,208,416
208,0.75,0.8619,417063,208,416
209,0.125,0.279231,76696,209,418
209,0.25,0.268388,144762,209,418
209,0.5,0.518568,284157,209,418
209,0.75,0.723624,417758,209,418
210,0.125,0.182853,76572,210,420
210,0.25,0.262881,148411,210,420
210,0.5,0.536438,290965,210,420
210,0.75,0.86788,424355,210,420
211,0.125,0.157216,76489,211,422
211,0.25,0.292941,146033,211,422
211,0.5,0.510255,284949,211,422
211,0.75,0.743108,424920,211,422
212,0.125,0.155181,79712,212,424
212,0.25,0.283749,148325,212,424
212,0.5,0.582858,294050,212,424
212,0.75,0.776746,434610,212,424
213,0.125,0.162965,78892,213,426
213,0.25,0.294514,148648,213,426
213,0.5,0.580455,295933,213,426
213,0.75,0.834289,435175,213,426
214,0.125,0.155477,77897,214,428
214,0.25,0.306349,153441,214,428
214,0.5,0.51916,297485,214,428
214,0.75,0.774131,445204,214,428
215,0.125,0.160248,81657,215,430
215,0.25,0.314051,151700,215,430
215,0.5,0.63077,298141,215,430
215,0.75,0.90884,443334,215,430
216,0.125,0.161464,81870,216,432
216,0.25,0.287771,153768,216,432
216,0.5,0.52866,306613,216,432
216,0.75,0.876095,449686,216,432
217,0.125,0.148302,80906,217,434
217,0.25,0.305432,156206,217,434
217,0.5,0.713854,305077,217,434
217,0.75,0.810083,450572,217,434
218,0.125,0.173009,84736,218,436
218,0.25,0.325975,157576,218,436
218,0.5,0.635409,303643,218,436
218,0.75,0.881163,454815,218,436
219,0.125,0.172777,83109,219,438
219,0.25,0.332442,158059,219,438
219,0.5,0.573411,309730,219,438
219,0.75,0.818284,465764,219,438
220,0.125,0.173865,85424,220,440
220,0.25,0.298373,160217,220,440
220,0.5,0.639236,317103,220,440
220,0.75,0.985093,461598,220,440
221,0.125,0.165817,84710,221,442
221,0.25,0.293976,162740,221,442
221,0.5,0.57394,314960,221,442
221,0.75,0.887885,470549,221,442
222,0.125,0.175485,86658,222,444
222,0.25,0.308406,159877,222,444
222,0.5,0.706625,323815,222,444
222,0.75,0.90383,476977,222,444
223,0.125,0.186411,86663,223,446
223,0.25,0.316296,169495,223,446
223,0.5,0.599039,322712,223,446
223,0.75,1.018826,475834,223,446
224,0.125,0.20644,87857,224,448
224,0.25,0.40333,165005,224,448
224,0.5,0.630474,323434,224,448
224,0.75,1.252239,482313,224,448
225,0.125,0.184571,86676,225,450
225,0.25,0.406659,167731,225,450
225,0.5,0.71902,327358,225,450
225,0.75,1.245403,482235,225,450
226,0.125,0.438944,87381,226,452
226,0.25,0.386373,173461,226,452
226,0.5,0.691145,330315,226,452
226,0.75,1.25772,494190,226,452
227,0.125,0.260898,88032,227,454
227,0.25,0.736636,172214,227,454
227,0.5,0.828775,331892,227,454
227,0.75,1.172823,490735,227,454
228,0.125,0.202282,91966,228,456
228,0.25,0.610993,177295,228,456
228,0.5,0.752002,338596,228,456
228,0.75,1.412353,499710,228,456
229,0.125,0.215112,92404,229,458
229,0.25,0.389572,177201,229,458
229,0.5,0.873652,339300,229,458
229,0.75,1.337402,503273,229,458
230,0.125,0.218671,92319,230,460
230,0.25,0.363552,175771,230,460
230,0.5,0.89411,335242,230,460
230,0.75,1.136575,510728,230,460
231,0.125,0.208836,93587,231,462
231,0.25,0.388135,178604,231,462
231,0.5,0.890308,343779,231,462
231,0.75,1.208743,512351,231,462
232,0.125,0.221497,92305,232,464
232,0.25,0.392789,181253,232,464
232,0.5,0.805875,347733,232,464
232,0.75,1.19771,511777,232,464
233,0.125,0.395807,94267,233,466
233,0.25,0.393374,180814,233,466
233,0.5,0.937538,352617,233,466
233,0.75,1.659952,523145,233,466
234,0.125,0.246418,95954,234,468
234,0.25,0.493425,179357,234,468
234,0.5,0.795344,356480,234,468
234,0.75,1.448293,528547,234,468
235,0.125,0.244938,93741,235,470
235,0.25,0.428802,183073,235,470
235,0.5,0.970862,357418,235,470
235,0.75,1.178566,528493,235,470
236,0.125,0.198863,96703,236,472
236,0.25,0.412051,190346,236,472
236,0.5,0.84201,358304,236,472
236,0.75,1.306332,536368,236,472
237,0.125,0.229027,100067,237,474
237,0.25,0.432223,192070,237,474
237,0.5,0.974505,364307,237,474
237,0.75,1.378612,543123,237,474
238,0.125,0.217876,94086,238,476
238,0.25,0.474057,190011,238,476
238,0.5,1.095315,365385,238,476
238,0.75,1.456195,537023,238,476
239,0.125,0.324892,98568,239,478
239,0.25,0.431666,187060,239,478
239,0.5,0.88989,364941,239,478
239,0.75,1.195533,547798,239,478
240,0.125,0.247396,99905,240,480
240,0.25,0.500092,192019,240,480
240,0.5,1.398511,370750,240,480
240,0.75,1.482091,548509,240,480
241,0.125,0.301542,98980,241,482
241,0.25,0.47263,190699,241,482
241,0.5,1.296355,374865,241,482
241,0.75,1.860847,557252,241,482
242,0.125,0.294075,100434,242,484
242,0.25,0.486464,196665,242,484
242,0.5,1.008128,383460,242,484
242,0.75,1.437769,561147,242,484
243,0.125,0.234396,102686,243,486
243,0.25,0.535836,193173,243,486
243,0.5,0.927085,381209,243,486
243,0.75,1.478436,573635,243,486
244,0.125,0.273695,101554,244,488
244,0.25,0.508513,197910,244,488
244,0.5,1.14803,386288,244,488
244,0.75,1.45061,563981,244,488
245,0.125,0.307185,102598,245,490
245,0.25,0.643952,199647,245,490
245,0.5,1.04106,387169,245,490
245,0.75,1.482923,572889,245,490
246,0.125,0.416666,104105,246,492
246,0.25,0.539484,200831,246,492
246,0.5,0.939078,388863,246,492
246,0.75,1.280471,580783,246,492
247,0.125,0.2478,108009,247,494
247,0.25,0.766653,201314,247,494
247,0.5,0.94162,394949,247,494
247,0.75,1.765832,585753,247,494
248,0.125,0.345853,104578,248,496
248,0.25,0.655532,204906,248,496
248,0.5,0.98702,396048,248,496
248,0.75,2.326487,591416,248,496
249,0.125,0.295438,109330,249,498
249,0.25,0.5934,208572,249,498
249,0.5,1.021102,395649,249,498
249,0.75,1.522249,595779,249,498
250,0.125,0.269481,109098,250,500
250,0.25,0.524863,211639,250,500
250,0.5,1.218916,395765,250,500
250,0.75,1.743866,590213,250,500
251,0.125,0.275786,108567,251,502
251,0.25,0.943392,206118,251,502
251,0.5,1.211841,403871,251,502
251,0.75,1.844479,601464,251,502
252,0.125,0.365489,109932,252,504
252,0.25,0.512453,209920,252,504
252,0.5,0.940252,410839,252,504
252,0.75,1.610779,610964,252,504
253,0.125,0.289885,112114,253,506
253,0.25,0.550682,212908,253,506
253,0.5,1.073497,418333,253,506
253,0.75,1.632788,613849,253,506
254,0.125,0.496046,112471,254,508
254,0.25,0.627616,218301,254,508
254,0.5,1.320083,416652,254,508
254,0.75,1.685009,615878,254,508
255,0.125,0.300938,113853,255,510
255,0.25,0.535736,215876,255,510
255,0.5,1.546851,421569,255,510
255,0.75,1.835777,619209,255,510
256,0.125,0.27937,113392,256,512
256,0.25,0.568836,216893,256,512
256,0.5,1.015033,427435,256,512
256,0.75,1.670183,628686,256,512
